id,fetched_at,name,album_type,available_markets_rowid,external_id_upc,copyright_c,copyright_p,label,popularity,release_date,release_date_precision,total_tracks
1QRP5lutJodPixU2EWfnD7,2025-03-13 00:00:00.000000 +00:00,Dangerous Woman,album,27,00602547893345,"© 2016 Republic Records, a division of UMG Recordings, Inc.","℗ 2016 Republic Records, a division of UMG Recordings, Inc.",Universal Records,79,2016-04-01,day,15
6EVYTRG1drKdO8OnIQBeEj,2025-03-13 00:00:00.000000 +00:00,My Everything (Deluxe),album,28,00602537939503,"© 2014 Republic Records, a division of UMG Recordings, Inc.","℗ 2014 Republic Records, a division of UMG Recordings, Inc.",Universal Records,81,2014-08-22,day,15
2B9amdrHDIKOoEiPUfZGtb,2025-03-13 00:00:00.000000 +00:00,"yes, and?",single,2,00602465081572,"© 2024 Republic Records, a division of UMG Recordings, Inc.","℗ 2024 Republic Records, a division of UMG Recordings, Inc.",52657075-626c-6963-2052-65636f726473,63,2024-01-12,day,1
3tx8gQqWbGwqIGZHqDNrGe,2025-03-13 00:00:00.000000 +00:00,Sweetener,album,9,00602567837817,"© 2018 Republic Records, a Division of UMG Recordings, Inc.","℗ 2018 Republic Records, a Division of UMG Recordings, Inc.",52657075-626c-6963-2052-65636f726473,77,2018-08-17,day,15
2fyOpT5c9kxR8zbDh6UtXh,2025-03-13 00:00:00.000000 +00:00,Save Your Tears (Remix),single,8,00602438211685,"© 2021 UMG Recordings, Inc.","℗ 2021 UMG Recordings, Inc.",52657075-626c-6963-2052-65636f726473,66,2021-04-23,day,1
3Ud214zFe6QW4agzbC0UnK,2025-03-13 00:00:00.000000 +00:00,yo!,single,3,7330065513461,H I K E,H I K E,H I K E,39,2023-09-18,day,1
6czdbbMtGbAkZ6ud2OMTcg,2025-03-13 00:00:00.000000 +00:00,Yours Truly,album,29,00602537480845,"© 2013 Universal Republic Records, a division of UMG Recordings, Inc.","℗ 2013 Universal Republic Records, a division of UMG Recordings, Inc.",Universal Records,68,2013-01-01,day,12
3BSzygCIET0gzTTIs7iB3y,2025-03-13 00:00:00.000000 +00:00,Positions,album,8,00602435421490,"© 2020 Republic Records, a division of UMG Recordings, Inc.","℗ 2020 Republic Records, a division of UMG Recordings, Inc.",52657075-626c-6963-2052-65636f726473,59,2020-10-30,day,14
3zVB99XMdbP9HTVNg0GJwV,2025-03-13 00:00:00.000000 +00:00,boyfriend,single,9,00602508153075,"© 2019 SRV LabelCo, LLC and Republic Records, a division of UMG Recordings Inc.","℗ 2019 SRV LabelCo, LLC and Republic Records, a division of UMG Recordings Inc.",52657075-626c-6963-2052-65636f726473,67,2019-08-02,day,1
5mUdh6YWnUvf0MfklEk1oi,2025-03-13 00:00:00.000000 +00:00,Stuck with U,single,8,00602507202965,"© 2020 Silent Records Ventures, LLC, Def Jam Recordings, a division of UMG Recordings, Inc., and Republic Records, a division of UMG Recordings, Inc.","℗ 2020 Silent Records Ventures, LLC, Def Jam Recordings, a division of UMG Recordings, Inc., and Republic Records, a division of UMG Recordings, Inc.","Ariana Grande & Justin Bieber ""Stuck With U""- Charity",68,2020-05-08,day,1
4NBuascXb3uK0mFUYuJ63f,2025-03-13 00:00:00.000000 +00:00,Charlie's Angels (Original Motion Picture Soundtrack),compilation,8,00602508387654,"© 2019 Republic Records, a division of UMG Recordings, Inc.","℗ 2019 Republic Records, a division of UMG Recordings, Inc.",Silver Cloud/Charlie's Angels,59,2019-11-01,day,11
5HR24TLfeGpDT860C7qka9,2025-03-13 00:00:00.000000 +00:00,9,album,9,00602557605723,© 2017 Mad Love/Interscope Records,℗ 2017 Mad Love/Interscope Records,Benny Blanco Major,54,2017-04-28,day,10
74vajFwEwXJ61OW1DKSPEa,2025-03-13 00:00:00.000000 +00:00,Positions (Deluxe),album,8,00602435852997,"© 2021 Republic Records, a division of UMG Recordings, Inc.","℗ 2021 Republic Records, a division of UMG Recordings, Inc.",52657075-626c-6963-2052-65636f726473,66,2021-02-19,day,19
6f6tko6NWoH00cyFOl4VYQ,2025-03-13 00:00:00.000000 +00:00,The Divine Feminine,album,8,093624918851,© 2016 Warner Records Inc.,℗ 2016 Warner Records Inc.,Warner Records,73,2016-09-16,day,10
3MYJYd73u0SatCnRVvRJ3M,2025-03-13 00:00:00.000000 +00:00,Bloom,album,8,00602577451034,© 2019 Universal Music Australia Pty Ltd.,℗ 2019 Universal Music Australia Pty Ltd.,EMI Recorded Music Australia Pty Ltd,61,2018-08-31,day,10
2acDkDTWdNFie1HjcFa4Ny,2025-03-13 00:00:00.000000 +00:00,Queen,album,9,00602567813170,© 2018 Young Money/Cash Money Records,℗ 2018 Young Money/Cash Money Records,Young Money/Cash Money Records,64,2018-08-10,day,19
0MbXjBEw6FrGtcglqEDHpb,2025-03-13 00:00:00.000000 +00:00,MONOPOLY,single,8,00602577684302,"© 2019 Republic Records, a division of UMG Recordings, Inc.","℗ 2019 Republic Records, a division of UMG Recordings, Inc.",52657075-626c-6963-2052-65636f726473,48,2019-04-01,day,1
7LEb5SYZrXiB8NDj2oYvOd,2025-03-13 00:00:00.000000 +00:00,Dancing With The Devil…The Art of Starting Over,album,8,00602435968094,"© 2021 Island Records, a division of UMG Recordings, Inc.","℗ 2021 Island Records, a division of UMG Recordings, Inc.",Island Records,50,2021-04-02,day,19
64LU4c1nfjz1t4VnGhagcg,2025-03-13 00:00:00.000000 +00:00,1989 (Taylor's Version),album,2,00602458698039,© 2023 Taylor Swift,℗ 2023 Taylor Swift,Taylor Swift,82,2023-10-26,day,21
4j2syEjl3h1To8KbRgvmJn,2025-03-13 00:00:00.000000 +00:00,Love Story (Taylor’s Version),single,8,00602435828657,© 2021 Taylor Swift,℗ 2021 Taylor Swift,Taylor Swift,66,2021-02-12,day,1
1Mo4aZ8pdj6L1jx8zSwJnt,2025-03-13 00:00:00.000000 +00:00,THE TORTURED POETS DEPARTMENT,album,2,00602465599800,© 2024 Taylor Swift,℗ 2024 Taylor Swift,Taylor Swift,82,2024-04-18,day,16
6x9s2ObPdpATZgrwxsk9c0,2025-03-13 00:00:00.000000 +00:00,Red (Taylor's Version),album,8,00602445187966,© 2021 Taylor Swift,℗ 2021 Taylor Swift,Taylor Swift,66,2021-11-12,day,30
1o59UpKw81iHR0HPiSkJR0,2025-03-13 00:00:00.000000 +00:00,1989 (Taylor's Version) [Deluxe],album,2,00602458807646,© 2023 Taylor Swift,℗ 2023 Taylor Swift,Taylor Swift,73,2023-10-27,day,22
2Xoteh7uEpea4TohMxjtaq,2025-03-13 00:00:00.000000 +00:00,evermore,album,29,00602435648569,© 2020 Taylor Swift,℗ 2020 Taylor Swift,Taylor Swift,75,2020-12-11,day,15
5AEDGbliTTfjOB8TSm1sxt,2025-03-13 00:00:00.000000 +00:00,Speak Now (Taylor's Version),album,2,00602458206425,© 2023 Taylor Swift,℗ 2023 Taylor Swift,Taylor Swift,80,2023-07-07,day,22
1d8W5sDOh6xY7y6UYp2rcg,2025-03-13 00:00:00.000000 +00:00,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,album,2,00602465709254,© 2024 Taylor Swift,℗ 2024 Taylor Swift,Taylor Swift,66,2024-04-19,day,31
0XCoR1j5Sa2su9uDS9AScR,2025-03-13 00:00:00.000000 +00:00,Fearless (Taylor’s Version): The I Remember What You Said Last Night Chapter,compilation,8,00602438360116,© 2021 Taylor Swift,℗ 2021 Taylor Swift,Taylor Swift,57,2021-05-24,day,6
5H7ixXZfsNMGbIE5OBSpcb,2025-03-13 00:00:00.000000 +00:00,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,album,2,00602465709247,© 2024 Taylor Swift,℗ 2024 Taylor Swift,Taylor Swift,86,2024-04-19,day,31
5q3jthpn2h59P7pe2gmAl7,2025-03-13 00:00:00.000000 +00:00,You're Losing Me (From The Vault),single,2,00602458939606,© 2023 Taylor Swift,℗ 2023 Taylor Swift,Taylor Swift,64,2023-11-29,day,1
3f6e4wXxxi4ahqWsSU7OpT,2025-03-13 00:00:00.000000 +00:00,THE TORTURED POETS DEPARTMENT,album,2,00602465599817,© 2024 Taylor Swift,℗ 2024 Taylor Swift,Taylor Swift,59,2024-04-18,day,16
56bdWeO40o3WfAD2Lja4dl,2025-03-13 00:00:00.000000 +00:00,54686520-5365-6372-6574-206f66205573,album,2,00602465701821,"© 2024 Gracie Abrams, under exclusive license to Interscope Records","℗ 2024 Gracie Abrams, under exclusive license to Interscope Records","Gracie Abrams, under exclusive license to Interscope Records",82,2024-06-21,day,13
5hxKw2PurC0i1VVJMAntDU,2025-03-13 00:00:00.000000 +00:00,Wildest Dreams (Taylor's Version),single,8,00602438938797,© 2021 Taylor Swift,℗ 2021 Taylor Swift,Taylor Swift,60,2021-09-17,day,1
5VML6S956h4YfoYPooqLEi,2025-03-13 00:00:00.000000 +00:00,Fifty Shades Darker (Original Motion Picture Soundtrack),compilation,30,00602557372519,"© 2017 Universal Studios and Republic Records, a division of UMG Recordings, Inc.","This Compilation ℗ 2017 Universal Studios and Republic Records, a division of UMG Recordings, Inc.",Fifty Shades Darker,66,2017-02-10,day,19
1Uauz6ql2dIPvIOH4JiuhD,2025-03-13 00:00:00.000000 +00:00,All Of The Girls You Loved Before,single,2,00602455542984,© 2023 Taylor Swift,℗ 2023 Taylor Swift,Taylor Swift,62,2019-08-23,day,1
6kZ42qRrzov54LcAk4onW9,2025-03-13 00:00:00.000000 +00:00,Red (Taylor's Version),album,8,00602445187959,© 2021 Taylor Swift,℗ 2021 Taylor Swift,Taylor Swift,81,2021-11-12,day,30
1fnJ7k0bllNfL1kVdNVW1A,2025-03-13 00:00:00.000000 +00:00,Midnights (The Til Dawn Edition),album,2,00602455890177,© 2023 Taylor Swift,℗ 2023 Taylor Swift,Taylor Swift,74,2023-05-26,day,23
6IZm7NfvWyXp952VF36Z5F,2025-03-13 00:00:00.000000 +00:00,If This Was A Movie (Taylor’s Version),single,2,00602455543059,© 2023 Taylor Swift,℗ 2023 Taylor Swift,Taylor Swift,51,2021-04-09,day,1
2MbdQUj7tAaaBBhUwJE3KG,2025-03-13 00:00:00.000000 +00:00,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),single,8,00602438148684,© 2021 Taylor Swift,℗ 2021 Taylor Swift,Taylor Swift,54,2021-04-07,day,1
3lS1y25WAhcqJDATJK70Mq,2025-03-13 00:00:00.000000 +00:00,Midnights (3am Edition),album,2,00602448843005,© 2022 Taylor Swift,℗ 2022 Taylor Swift,Taylor Swift,72,2022-10-22,day,20
4eZKjfeKPSwd6NYsmlKjuR,2025-03-13 00:00:00.000000 +00:00,Safe & Sound (Taylor's Version),single,2,00602455543363,© 2023 Taylor Swift,℗ 2023 Taylor Swift,Taylor Swift,52,2021-11-12,day,1
4hDok0OAJd57SGIT8xuWJH,2025-03-13 00:00:00.000000 +00:00,Fearless (Taylor's Version),album,8,00602435839059,© 2021 Taylor Swift,℗ 2021 Taylor Swift,Taylor Swift,80,2021-04-09,day,26
6AeF9IkXFpHz5H3wUNX3L3,2025-03-13 00:00:00.000000 +00:00,Eyes Open (Taylor's Version),single,2,00602455543035,© 2023 Taylor Swift,℗ 2023 Taylor Swift,Taylor Swift,48,2021-11-12,day,1
1EoDsNmgTLtmwe1BDAVxV5,2025-03-13 00:00:00.000000 +00:00,Red,album,2,00843930007127,© 2012 Apollo A-1 LLC,℗ 2012 Apollo A-1 LLC,"Big Machine Records, LLC",59,2012-10-22,day,16
74utZeTCeaXy01BjOddyv8,2025-03-13 00:00:00.000000 +00:00,Spotify Singles,single,8,00843930035700,© 2018 Apollo A-1 LLC,℗ 2018 Apollo A-1 LLC,"Big Machine Records, LLC",51,2018-04-13,day,2
3In1CblWZswwun5MhOa10y,2025-03-13 00:00:00.000000 +00:00,This Love (Taylor’s Version),single,2,00602445929108,© 2022 Taylor Swift,℗ 2022 Taylor Swift,Taylor Swift,54,2022-05-06,day,2
4hnX5vXj6JoAhZ2lUrxwn3,2025-03-13 00:00:00.000000 +00:00,Call Me When You Break Up (with Gracie Abrams),single,2,00602475963486,"© 2025 SMG Music LLC & Friends Keep Secrets, under exclusive license to Interscope Records","℗ 2025 SMG Music LLC & Friends Keep Secrets, under exclusive license to Interscope Records",SMG Music LLC & Friends Keep Secrets under exclusive license to Interscope Records,73,2025-02-20,day,1
2UZw04wDxLVceADw2Gi1Qy,2025-03-13 00:00:00.000000 +00:00,minor,single,8,00602507323233,"© 2020 Gracie Abrams, under exclusive license to Interscope Records","℗ 2020 Gracie Abrams, under exclusive license to Interscope Records","Gracie Abrams, under exclusive license to Interscope Records",76,2020-07-14,day,7
4XXTsu7r9865VvXdvF2iQP,2025-03-13 00:00:00.000000 +00:00,54686520-5365-6372-6574-206f66205573,album,2,00602465701838,"© 2024 Gracie Abrams, under exclusive license to Interscope Records","℗ 2024 Gracie Abrams, under exclusive license to Interscope Records","Gracie Abrams, under exclusive license to Interscope Records",78,2024-06-20,day,13
6VnfHoGb1PKxRPmjNBmeMf,2025-03-13 00:00:00.000000 +00:00,Mess It Up,single,8,00602438236381,"© 2021 Gracie Abrams, under exclusive license to Interscope Records","℗ 2021 Gracie Abrams, under exclusive license to Interscope Records","Gracie Abrams, under exclusive license to Interscope Records",68,2021-05-07,day,1
78YYcghEDz2dHRx0EcDGXZ,2025-03-13 00:00:00.000000 +00:00,Good Riddance (Deluxe),album,2,00602455796851,"© 2023 Gracie Abrams, under exclusive license to Interscope Records","℗ 2023 Gracie Abrams, under exclusive license to Interscope Records","Gracie Abrams, under exclusive license to Interscope Records",74,2023-06-16,day,16
7l2g05NyprwonSFIs2y8at,2025-03-13 00:00:00.000000 +00:00,This Is What It Feels Like,single,8,00602445140831,"© 2021 Gracie Abrams, under exclusive license to Interscope Records","℗ 2021 Gracie Abrams, under exclusive license to Interscope Records","Gracie Abrams, under exclusive license to Interscope Records",71,2021-11-12,day,12
3qBWNcWifNhUKJAWzswdJY,2025-03-13 00:00:00.000000 +00:00,Stick Season (Forever),album,2,00602455962485,"© 2024 Mercury Records/Republic Records, a division of UMG Recordings, Inc.","℗ 2024 Mercury Records/Republic Records, a division of UMG Recordings, Inc.",Mercury Records/Republic Records,75,2024-02-09,day,30
5wjbd3QuTtEVuNRlIY0o4Q,2025-03-13 00:00:00.000000 +00:00,Stay,single,8,00602508481468,"© 2019 Gracie Abrams, under exclusive license to Interscope Records","℗ 2019 Gracie Abrams, under exclusive license to Interscope Records","Gracie Abrams, under exclusive license to Interscope Records",59,2019-11-21,day,1
0oYAtqsEaHuICtq1vwe8QZ,2025-03-13 00:00:00.000000 +00:00,The Buccaneers: Season 1 (Apple TV+ Original Series Soundtrack),album,2,00602458799446,"© 2023 Apple Video Programming LLC, under exclusive license to Interscope Records","℗ 2023 Apple Video Programming LLC, under exclusive license to Interscope Records","Apple Video Programming, LLC under exclusive license to Interscope Records",52,2023-11-08,day,21
0vBpaPYo5I3s90tEmgeacl,2025-03-13 00:00:00.000000 +00:00,Mean It,single,8,00602508405938,"© 2019 Gracie Abrams, under exclusive license to Interscope Records","℗ 2019 Gracie Abrams, under exclusive license to Interscope Records","Gracie Abrams, under exclusive license to Interscope Records",50,2019-10-24,day,1
0q9LcQHXp9DuszlWNJZoLB,2025-03-13 00:00:00.000000 +00:00,Brush Fire,single,8,00602435569628,"© 2020 Gracie Abrams, under exclusive license to Interscope Records","℗ 2020 Gracie Abrams, under exclusive license to Interscope Records","Gracie Abrams, under exclusive license to Interscope Records",47,2020-12-10,day,1
4uJ6MjXT079RciBfHyecTy,2025-03-13 00:00:00.000000 +00:00,Unlearn (with Gracie Abrams),single,8,00602435958385,"© 2021 Friends Keep Secrets, under exclusive license to Interscope Records","℗ 2021 Friends Keep Secrets, under exclusive license to Interscope Records",Friends Keep Secrets/Interscope Records,48,2021-03-24,day,1
0VRb8B2ls0GDEfmKiL8FWJ,2025-03-13 00:00:00.000000 +00:00,Soltera,single,3,196872485844,,"(P) 2024 Ace Entertainment S.ar.l., under exclusive license to Sony Music Entertainment US Latin LLC",536f6e79-204d-7573-6963-204c6174696e,72,2024-09-25,day,1
3HLngzP9wVd8p3SMDQgyd9,2025-03-13 00:00:00.000000 +00:00,Pies Descalzos,album,3,827969470923,,(P) 1995 Sony Music Entertainment (Colombia) S.A.,Epic,75,1995-10-06,day,11
5hcKSTqKOLuzJgYIQileAe,2025-03-13 00:00:00.000000 +00:00,Donde Estan Los Ladrones,album,3,827969470824,,(P) 1998 Sony Music Entertainment (Colombia) S.A.,Epic,77,1998-09-29,day,11
4kS7bSuU0Jm9LYMosFU2x5,2025-03-13 00:00:00.000000 +00:00,MAÑANA SERÁ BONITO,album,2,00602455041258,"© 2023 UMG Recordings, Inc.","℗ 2023 UMG Recordings, Inc.",BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO,83,2023-02-24,day,17
3zHPYwiMJqa3hTBgk695Ae,2025-03-13 00:00:00.000000 +00:00,"Fijación Oral, Vol. 1",album,3,827969370025,,(P) 2005 Sony Music Entertainment (Holland) B.V.,Epic,76,2005-06-03,day,12
6bUxh58rYTL67FS8dyTKMN,2025-03-13 00:00:00.000000 +00:00,El Dorado,album,3,886446480060,,"(P) 2016 Wati-B under exclusive license to Sony Music Entertainment; 2016, 2017 Sony Music Entertainment US Latin LLC; 2016, 2017 Ace Entertainment S.ar.l.",536f6e79-204d-7573-6963-204c6174696e,73,2017-05-26,day,13
1gi2iwr1l8IUyHYHxi01pg,2025-03-13 00:00:00.000000 +00:00,"Shakira: Bzrp Music Sessions, Vol. 53",single,3,197187714988,(C) 2023 DALE PLAY Records,(P) 2023 DALE PLAY Records,DALE PLAY Records,67,2023-01-11,day,1
57giaIaMyAVCS7jMIaoIgK,2025-03-13 00:00:00.000000 +00:00,VIVES,album,3,886446730196,,(P) 2017 Sony Music Entertainment US Latin LLC,536f6e79-204d-7573-6963-204c6174696e,69,2017-11-10,day,18
5meb7aKE722LA66ssBhvfM,2025-03-13 00:00:00.000000 +00:00,Shakira. (Expanded Edition) [Spanish Version],album,3,886444501262,,(P) 2014 Ace Entertainment S.ar.l.,RCA/Sony Latin Iberia,69,2014-03-13,day,15
3gR578qnw47M30LVBTjrlW,2025-03-13 00:00:00.000000 +00:00,Sale el Sol,album,3,886444681568,,(P) 2010 Sony Music Entertainment (Holland) B.V.,Sony Music Latin/Epic,72,2010-10-19,day,16
4DyMK9x2gnmRkRa16zHaEV,2025-03-13 00:00:00.000000 +00:00,Laundry Service,album,3,074646390023,,(P) 2001 Sony Music Entertainment (Holland) B.V.,Epic,71,2001-11-13,day,13
5pJtcJojr98hbb6KF0ImMe,2025-03-13 00:00:00.000000 +00:00,Monotonía,single,31,196589534989,,"(P) 2022 Ace Entertainment S.ar.l., under exclusive license to Sony Music Entertainment US Latin LLC",536f6e79-204d-7573-6963-204c6174696e,59,2022-10-19,day,1
6gQKAYf3TJM9sppw3AtbHH,2025-03-13 00:00:00.000000 +00:00,Te Felicito,single,31,196589072511,,"(P) 2022 Ace Entertainment S.ar.l., under exclusive license to Sony Music Entertainment US Latin LLC",536f6e79-204d-7573-6963-204c6174696e,61,2022-04-21,day,1
0uxvuY8Ek2ojzHrWTg2PDc,2025-03-13 00:00:00.000000 +00:00,TRANSLATION,album,32,886448362135,,"(P) 2020 BEP Music, LLC, under exclusive license to Epic Records, a division of Sony Music Entertainment",Epic,64,2020-11-02,day,15
36lGlwe75fTsr4CLVlfYQa,2025-03-13 00:00:00.000000 +00:00,Cama Incendiada,album,13,825646116430,© 2015 Warner Music Mexico S.A. de C.V.,℗ 2015 Warner Music Mexico S.A. de C.V.,WM Mexico,59,2015-04-21,day,11
3fonA82Hl7huJiQCwKkzGA,2025-03-13 00:00:00.000000 +00:00,Las Mujeres Ya No Lloran,album,3,196871854894,,"(P) 2024 Ace Entertainment S.ar.l., under exclusive license to Sony Music Entertainment US Latin LLC",536f6e79-204d-7573-6963-204c6174696e,72,2024-03-22,day,17
5GuMQnx4X4mfHEcYQe7ql9,2025-03-13 00:00:00.000000 +00:00,Loba,album,33,884977459890,,(P) 2009 Sony Music Entertainment (Holland) B.V.,Epic,62,2009-09-02,day,17
6NmuOSiXv5WoA5lYjemVTt,2025-03-13 00:00:00.000000 +00:00,+ Es + (El Concierto / En Directo En El Estadio Vicente Calderón / 2017),album,8,00602567078692,"© 2017 Universal Music Spain, S.L.U.","℗ 2017 Universal Music Spain, S.L.U.",Universal Music Spain S.L.,59,2017-12-08,day,13
1h1hnfRyc45IIDnxUCaGIf,2025-03-13 00:00:00.000000 +00:00,Clandestino,single,3,886447117767,,"(P) 2018 Ace Entertainment S.ar.l., under exclusive license to Sony Music Entertainment US Latin LLC",536f6e79-204d-7573-6963-204c6174696e,59,2018-06-08,day,1
7fIqsFfeYEEP9RO25KHj8P,2025-03-13 00:00:00.000000 +00:00,FIVE (Deluxe Edition),album,3,886446296241,,"(P) 2015, 2016, 2017 Sony Music Entertainment US Latin LLC",536f6e79-204d-7573-6963-204c6174696e,66,2017-02-24,day,18
4ZQmQzeicvUGkLxFTI2Dvd,2025-03-13 00:00:00.000000 +00:00,Acróstico (Milan + Sasha),single,31,196871105804,,(P) 2023 Ace Entertainment S.ar.l. under exclusive license to Sony Music Entertainment US Latin LLC,536f6e79-204d-7573-6963-204c6174696e,56,2023-05-11,day,1
3X6netsswLt0U97Doga56C,2025-03-13 00:00:00.000000 +00:00,Zootopia (Original Motion Picture Soundtrack),album,35,00050087334932,"© 2016 Disney Enterprises, Inc.",℗ 2016 Walt Disney Records,Walt Disney Records,58,2016-02-12,day,22
4LXfHYVr0scRlsxnWyO437,2025-03-13 00:00:00.000000 +00:00,El tren de los momentos,album,36,085364456069,© 2006 Warner Music Benelux B.V.,℗ 2006 Warner Music Benelux B.V.,WM Spain,57,2006-11-07,day,10
4qtiO9UGqajxnKC0z0Mxn7,2025-03-13 00:00:00.000000 +00:00,Copa Vacía,single,31,196589878410,,"(P) 2023 Ace Entertainment S.ar.l., under exclusive license to Sony Music Entertainment US Latin LLC",536f6e79-204d-7573-6963-204c6174696e,55,2023-06-29,day,1
1Tz1WfJZkvWPhyFHWAzZLo,2025-03-13 00:00:00.000000 +00:00,456c2055-6c74-696d-6f20-416469c3b373,compilation,3,696998626621,,"(P) 2001 Crescent Moon Film & Television Productions, Inc.",45706963-2f53-6f6e-7920-446973636f73,60,2001-11-21,day,4
3MhG5IXiezatEXyNsXPLPm,2025-03-13 00:00:00.000000 +00:00,She Wolf (Expanded Edition),album,3,196872381658,,(P) 2009 Sony Music Entertainment (Holland) B.V.,Epic/Legacy,65,2009-10-09,day,18
4IcQ1ni07PmlOenqwf6MgG,2025-03-13 00:00:00.000000 +00:00,Me Gusta,single,3,886448238980,,"(P) 2020 Ace Entertainment S.ar.l., under exclusive license to Sony Music Entertainment US Latin LLC",536f6e79-204d-7573-6963-204c6174696e,55,2020-01-13,day,1
0Zd10MKN5j9KwUST0TdBBB,2025-03-13 00:00:00.000000 +00:00,B'Day Deluxe Edition,album,37,886971111125,,"(P) 2006, 2007 SONY BMG MUSIC ENTERTAINMENT",Columbia,68,2007-05-29,day,23
1D06fz3cuob62ysTS8k6gu,2025-03-13 00:00:00.000000 +00:00,GUTS (spilled),album,2,00602465256321,"© 2024 Olivia Rodrigo, under exclusive license to Geffen Records","℗ 2024 Olivia Rodrigo, under exclusive license to Geffen Records",Olivia Rodrigo PS,77,2024-03-22,day,17
07J7Q3Z7V00LvCxqzVqj9s,2025-03-13 00:00:00.000000 +00:00,Can’t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & Snakes),single,2,00602458791570,"© 2023 Olivia Rodrigo, under exclusive license to Geffen Records","℗ 2023 Olivia Rodrigo, under exclusive license to Geffen Records",Olivia Rodrigo,60,2023-11-03,day,1
5p3gSxNiXeYlPlztVAUjB2,2025-03-13 00:00:00.000000 +00:00,"All I Want (From ""High School Musical: The Musical: The Series"")",single,2,00050087439064,© 2019 Disney,℗ 2019 Walt Disney Records,Walt Disney Records,67,2019-11-27,day,2
6TeOuy8VtjfYy52ntsnu1m,2025-03-13 00:00:00.000000 +00:00,"The Rose Song [From ""High School Musical: The Musical: The Series (Season 2)""]",single,2,00050087488468,© 2021 Disney,℗ 2021 Walt Disney Records,Walt Disney Records,46,2021-06-18,day,1
14fMbn20pipBmmHWtKWInz,2025-03-13 00:00:00.000000 +00:00,"Wondering (From ""High School Musical: The Musical: The Series"")",single,2,00050087438708,© 2019 Disney,℗ 2019 Walt Disney Records,Walt Disney Records,48,2019-11-12,day,1
2YLKW3LB4P1cEersm5YpAL,2025-03-13 00:00:00.000000 +00:00,"Even When/The Best Part [From ""High School Musical: The Musical: The Series (Season 2)""]",single,2,00050087487317,© 2021 Disney,℗ 2021 Walt Disney Records,Walt Disney Records,44,2021-04-30,day,1
4GgojLZOPRu8MdUVmjNRSI,2025-03-13 00:00:00.000000 +00:00,High School Musical: The Musical: The Series (Original Soundtrack),compilation,2,00050087439026,© 2020 Disney,℗ 2020 Walt Disney Records,Walt Disney Records,63,2020-01-10,day,41
7x6n2jztq7Zlff5xVCfzqB,2025-03-13 00:00:00.000000 +00:00,"Just for a Moment (From ""High School Musical: The Musical: The Series"")",single,2,00050087440671,© 2020 Disney,℗ 2020 Walt Disney Records,Walt Disney Records,44,2020-01-01,day,3
1fgrILRm1bhM6oi3eK0eAs,2025-03-13 00:00:00.000000 +00:00,"I Think I Kinda, You Know (From ""High School Musical: The Musical: The Series"")",single,2,00050087434861,© 2019 Disney,℗ 2019 Walt Disney Records,Walt Disney Records,43,2019-11-08,day,2
2QvIqoT72oNaNuIrWR3FjC,2025-03-13 00:00:00.000000 +00:00,"The Best Part [From ""High School Musical: The Musical: The Series (Season 2)""]",single,2,00050087487539,© 2021 Disney,℗ 2021 Walt Disney Records,Walt Disney Records,40,2021-05-28,day,1
3KGVOGmIbinlrR97aFufGE,2025-03-13 00:00:00.000000 +00:00,TYLA,album,3,196871668248,,"(P) 2024 FAX Records, under exclusive license to Epic Records, a division of Sony Music Entertainment",46415820-5265-636f-7264-732f45706963,72,2024-03-22,day,14
5QsVRNOKVMCeVAIUoOQJ13,2025-03-13 00:00:00.000000 +00:00,TYLA +,album,3,196872520118,,"(P) 2024 FAX Records, under exclusive license to Epic Records, a division of Sony Music Entertainment",46415820-5265-636f-7264-732f45706963,76,2024-10-11,day,17
22sXXkKgjEuawIFL1e1tRw,2025-03-13 00:00:00.000000 +00:00,Water,single,31,196871296205,,"(P) 2023 FAX Records, under exclusive license to Epic Records, a division of Sony Music Entertainment",46415820-5265-636f-7264-732f45706963,74,2023-07-28,day,1
5eoWRkeplmcCL97afSMJVm,2025-03-13 00:00:00.000000 +00:00,Alter Ego,album,3,196872806434,,"(P) 2025 RCA Records, under exclusive license from Lloud Co.",Lloud Co./RCA Records,83,2025-02-28,day,15
4jrDs3Kg7zJlgQnIZrZP8a,2025-03-13 00:00:00.000000 +00:00,One Call,single,3,196872176780,,"(P) 2024 TheCAPMusic, Inc. under exclusive license to Epic Records, a division of Sony Music Entertainment","TheCAPMusic, Inc./Epic",54,2024-07-19,day,1
1FLS0YAOPY3Mcb0o5n5fl4,2025-03-13 00:00:00.000000 +00:00,Girl Next Door,single,3,196589588821,,"(P) 2023 FAX Records, under exclusive license to Epic Records, a division of Sony Music Entertainment",46415820-5265-636f-7264-732f45706963,45,2023-05-11,day,1
3GkG4c6zjKYvyiJA52q0Dn,2025-03-13 00:00:00.000000 +00:00,Been Thinking,single,3,196589588869,,"(P) 2023 FAX Records, under exclusive license to Epic Records, a division of Sony Music Entertainment",46415820-5265-636f-7264-732f45706963,44,2023-01-27,day,1
